OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,METAR,LAT,LON,ID,GRIDCODE,CLIMATE_ID
516,516,1314,0.000000000000000,1,KTVR,32.351599999999998,-91.027699999999996,1314,31,Cfa
517,517,1314,0.000000000000000,1,KVKS,32.239300000000000,-90.928399999999996,1314,31,Cfa
518,518,1314,0.000000000000000,1,KHEZ,31.613700000000001,-91.297300000000007,1314,31,Cfa
519,519,1314,0.000000000000000,1,KPIB,31.467099999999999,-89.337100000000007,1314,31,Cfa
520,520,1314,0.000000000000000,1,KMCB,31.178400000000000,-90.471900000000005,1314,31,Cfa
521,521,1314,0.000000000000000,1,KHBG,31.264900000000001,-89.252899999999997,1314,31,Cfa
522,522,1314,0.000000000000000,1,KBXA,30.814000000000000,-89.864999999999995,1314,31,Cfa
523,523,1314,0.000000000000000,1,KASD,30.346299999999999,-89.820800000000006,1314,31,Cfa
524,524,1314,0.000000000000000,1,KGPT,30.407299999999999,-89.070099999999996,1314,31,Cfa
525,525,1314,0.000000000000000,1,KSIL,30.250000000000000,-89.766700000000000,1314,31,Cfa
526,526,1314,0.000000000000000,1,KBIX,30.410399999999999,-88.924400000000006,1314,31,Cfa
527,527,1314,0.000000000000000,1,KFFT,38.182000000000002,-84.906099999999995,1314,31,Cfa
528,528,1314,0.000000000000000,1,KFTK,37.907100000000000,-85.971999999999994,1314,31,Cfa
529,529,1314,0.000000000000000,1,KLOU,38.228000000000002,-85.663700000000006,1314,31,Cfa
530,530,1314,0.000000000000000,1,KDVK,37.578000000000003,-84.769999999999996,1314,31,Cfa
531,531,1314,0.000000000000000,1,KSDF,38.174100000000003,-85.736500000000007,1314,31,Cfa
532,532,1314,0.000000000000000,1,KOWB,37.738799999999998,-87.166799999999995,1314,31,Cfa
533,533,1314,0.000000000000000,1,KLEX,38.036499999999997,-84.605900000000005,1314,31,Cfa
534,534,1314,0.000000000000000,1,KJKL,37.593899999999998,-83.317300000000003,1314,31,Cfa
535,535,1314,0.000000000000000,1,KLOZ,37.086900000000000,-84.077399999999997,1314,31,Cfa
536,536,1314,0.000000000000000,1,KLUK,39.103299999999997,-84.418599999999998,1314,31,Cfa
537,537,1314,0.000000000000000,1,KCVG,39.048800000000000,-84.667800000000000,1314,31,Cfa
538,538,1314,0.000000000000000,1,KM30,37.185899999999997,-88.750600000000006,1314,31,Cfa
539,539,1314,0.000000000000000,1,KCIR,37.064500000000002,-89.219600000000000,1314,31,Cfa
540,540,1314,0.000000000000000,1,KEVV,38.038400000000003,-87.530900000000003,1314,31,Cfa
541,541,1314,0.000000000000000,1,KEHR,37.807800000000000,-87.685699999999997,1314,31,Cfa
542,542,1314,0.000000000000000,1,KSME,37.053600000000003,-84.615600000000001,1314,31,Cfa
543,543,836,0.000000000000000,1,KVTA,40.024700000000003,-82.461799999999997,836,41,Dfa
544,544,836,0.000000000000000,1,KOSU,40.079799999999999,-83.072999999999993,836,41,Dfa
